-13.1883,-3.91875,1.49345
-13.1883,-5.71752,1.51541
-13.1883,-7.00235,0.944388
-13.1883,-7.47346,0.329438
-13.1883,-7.30215,-0.329438
-13.1883,-6.74539,-0.724763
-13.1883,-5.93166,-0.856538
-13.1883,-5.3749,-0.900463
-13.1883,-4.3042,-0.988313
-13.1883,-3.27633,-0.988313
-13.1883,-2.67674,-0.8785
-13.1883,-1.82018,-0.680838
-13.1883,-1.39191,-0.3514
-13.1883,-1.17777,0.0219625
-13.1883,-1.17777,0.395325
-13.1883,-1.34908,0.834575
-13.1883,-1.60604,1.14205
-13.1883,-2.84805,1.55934
-13.1883,-3.40481,1.55934
-13.1883,-3.91875,1.49345
-13.1883,2.67674,1.44953
-13.1883,1.13494,1.20794
-13.1883,0.877971,0.834575
-13.1883,0.835143,0.5271
-13.1883,0.792315,0.197663
-13.1883,0.835143,-0.197663
-13.1883,0.963627,-0.395325
-13.1883,1.43473,-0.7028
-13.1883,1.86301,-0.834575
-13.1883,2.84805,-0.8785
-13.1883,3.57613,-0.834575
-13.1883,4.13289,-0.834575
-13.1883,4.77531,-0.79065
-13.1883,5.24641,-0.571025
-13.1883,6.18863,-0.395325
-13.1883,6.44559,-0.153738
-13.1883,6.6169,0.043925
-13.1883,6.74539,0.307475
-13.1883,6.74539,0.571025
-13.1883,6.70256,0.812613
-13.1883,6.48842,1.0542
-13.1883,6.1458,1.25186
-13.1883,5.80317,1.42756
-13.1883,5.20358,1.62523
-13.1883,4.73248,1.62523
-13.1883,4.43268,1.62523
-13.1883,3.74744,1.5813
-13.1883,3.40481,1.47149
-13.1883,2.67674,1.44953
-11.1883,-5.20358,1.51541
-11.1883,-6.1458,1.2299
-11.1883,-6.6169,0.79065
-11.1883,-6.6169,0.26355
-11.1883,-6.53125,-0.153738
-11.1883,-5.88883,-0.417288
-11.1883,-5.28924,-0.658875
-11.1883,-4.43268,-0.7028
-11.1883,-3.57613,-0.7028
-11.1883,-3.14785,-0.680838
-11.1883,-2.11998,-0.636913
-11.1883,-0.963627,-0.373363
-11.1883,-0.70666,-0.1757
-11.1883,-0.663832,0.043925
-11.1883,-0.663832,0.26355
-11.1883,-0.663832,0.658875
-11.1883,-0.877971,0.856538
-11.1883,-1.09211,1.14205
-11.1883,-1.30625,1.36168
-11.1883,-1.9915,1.60326
-11.1883,-2.67674,1.71308
-11.1883,-3.91875,1.73504
-11.1883,-4.47551,1.62523
-11.1883,-4.64682,1.60326
-11.1883,-5.20358,1.51541
-11.1883,2.7624,1.73504
-11.1883,1.09211,1.47149
-11.1883,0.835143,1.20794
-11.1883,0.70666,0.834575
-11.1883,0.70666,0.505138
-11.1883,0.70666,0.197663
-11.1883,0.792315,-5.68434e-16
-11.1883,1.09211,-0.219625
-11.1883,1.34908,-0.329438
-11.1883,1.60604,-0.461213
-11.1883,1.9915,-0.549063
-11.1883,2.41977,-0.658875
-11.1883,3.31916,-0.812613
-11.1883,3.96158,-0.834575
-11.1883,4.73248,-0.834575
-11.1883,5.3749,-0.746725
-11.1883,5.80317,-0.571025
-11.1883,6.23145,-0.3514
-11.1883,6.35994,-0.109813
-11.1883,6.48842,0.153738
-11.1883,6.53125,0.483175
-11.1883,6.27428,0.724763
-11.1883,5.93166,0.988313
-11.1883,5.58904,1.33971
-11.1883,5.33207,1.55934
-11.1883,4.98945,1.71308
-11.1883,4.34703,1.88878
-11.1883,3.57613,1.86681
-11.1883,3.27633,1.77896
-11.1883,2.7624,1.73504
-9.18834,-4.13289,1.2299
-9.18834,-5.24641,0.922425
-9.18834,-5.33207,0.658875
-9.18834,-5.33207,0.197663
-9.18834,-5.33207,-0.0658875
-9.18834,-5.28924,-0.395325
-9.18834,-5.24641,-0.680838
-9.18834,-4.86096,-1.18598
-9.18834,-4.13289,-1.31775
-9.18834,-3.40481,-1.31775
-9.18834,-2.41977,-1.31775
-9.18834,-1.00645,-1.31775
-9.18834,-0.192725,-1.29579
-9.18834,0.278381,-1.29579
-9.18834,0.578176,-1.29579
-9.18834,1.39191,-1.25186
-9.18834,1.94867,-1.33971
-9.18834,2.71957,-1.49345
-9.18834,3.40481,-1.55934
-9.18834,4.13289,-1.5813
-9.18834,4.86096,-1.53738
-9.18834,5.76035,-1.44953
-9.18834,6.31711,-1.29579
-9.18834,6.57408,-1.07616
-9.18834,6.74539,-0.834575
-9.18834,6.74539,-0.5271
-9.18834,6.74539,-0.219625
-9.18834,6.70256,0.0219625
-9.18834,6.40276,0.461213
-9.18834,6.10297,0.680838
-9.18834,5.88883,0.8785
-9.18834,5.63186,1.03224
-9.18834,4.94662,1.03224
-9.18834,3.87592,0.944388
-9.18834,3.19068,0.834575
-9.18834,2.37695,0.834575
-9.18834,1.82018,0.834575
-9.18834,1.13494,0.658875
-9.18834,0.278381,0.658875
-9.18834,0.10707,0.768688
-9.18834,-0.49252,0.922425
-9.18834,-1.47756,0.96635
-9.18834,-2.11998,1.14205
-9.18834,-2.63391,1.14205
-9.18834,-3.57613,1.14205
-9.18834,-3.79027,1.12009
-9.18834,-4.13289,1.2299
-7.18834,-2.63391,1.4056
-7.18834,-3.74744,1.36168
-7.18834,-4.73248,1.03224
-7.18834,-5.16076,0.724763
-7.18834,-5.58904,0.131775
-7.18834,-5.58904,-0.131775
-7.18834,-5.33207,-0.571025
-7.18834,-5.24641,-0.8785
-7.18834,-4.68965,-1.09813
-7.18834,-4.13289,-1.14205
-7.18834,-3.70461,-1.14205
-7.18834,-2.93371,-1.20794
-7.18834,-1.94867,-1.12009
-7.18834,-1.26342,-1.14205
-7.18834,-0.877971,-1.14205
-7.18834,-0.321209,-1.18598
-7.18834,0.70666,-1.33971
-7.18834,1.43473,-1.38364
-7.18834,2.37695,-1.44953
-7.18834,3.49047,-1.44953
-7.18834,4.60399,-1.38364
-7.18834,5.03227,-1.25186
-7.18834,5.46055,-0.988313
-7.18834,5.93166,-0.461213
-7.18834,6.1458,-5.68434e-16
-7.18834,6.1458,0.395325
-7.18834,5.80317,0.7028
-7.18834,4.47551,1.14205
-7.18834,3.70461,1.4056
-7.18834,2.89088,1.4056
-7.18834,2.33412,1.38364
-7.18834,2.07715,1.36168
-7.18834,1.30625,1.25186
-7.18834,0.963627,1.25186
-7.18834,0.578176,1.20794
-7.18834,0.10707,1.20794
-7.18834,-0.449693,1.20794
-7.18834,-1.13494,1.25186
-7.18834,-1.64887,1.38364
-7.18834,-2.63391,1.4056
-5.18834,-3.06219,1.36168
-5.18834,-3.57613,1.16401
-5.18834,-3.87592,1.0542
-5.18834,-4.43268,0.724763
-5.18834,-4.56117,0.3514
-5.18834,-4.60399,0.1757
-5.18834,-4.64682,-0.08785
-5.18834,-4.64682,-0.219625
-5.18834,-4.64682,-0.5271
-5.18834,-4.60399,-0.746725
-5.18834,-4.51834,-0.944388
-5.18834,-4.3042,-1.16401
-5.18834,-3.66178,-1.51541
-5.18834,-3.27633,-1.55934
-5.18834,-2.84805,-1.64719
-5.18834,-2.50543,-1.757
-5.18834,-1.34908,-1.99859
-5.18834,-0.70666,-1.99859
-5.18834,0.192725,-1.99859
-5.18834,0.621004,-1.99859
-5.18834,1.26342,-2.04251
-5.18834,1.56322,-2.04251
-5.18834,2.24846,-1.99859
-5.18834,2.7624,-1.88878
-5.18834,3.31916,-1.86681
-5.18834,3.87592,-1.66915
-5.18834,4.26137,-1.49345
-5.18834,4.73248,-1.12009
-5.18834,5.03227,-0.922425
-5.18834,5.80317,-0.680838
-5.18834,5.88883,-0.417288
-5.18834,5.97449,-0.26355
-5.18834,5.97449,-0.0219625
-5.18834,5.97449,0.285513
-5.18834,5.846,0.61495
-5.18834,5.58904,0.900463
-5.18834,5.03227,1.20794
-5.18834,4.56117,1.44953
-5.18834,3.27633,1.60326
-5.18834,2.37695,1.64719
-5.18834,2.07715,1.64719
-5.18834,0.835143,1.66915
-5.18834,0.235553,1.64719
-5.18834,-0.235553,1.64719
-5.18834,-1.09211,1.60326
-5.18834,-1.86301,1.5813
-5.18834,-2.11998,1.44953
-5.18834,-3.06219,1.36168
